order_id,customer_age,region,membership,channel,category,price,quantity,amount,amount_log,is_premium,amount_class,membership_ord,region_경기,region_대구,region_부산,region_서울,region_인천,ch_app,ch_web,cat_가전,cat_도서,cat_뷰티,cat_식품,cat_패션,customer_age_scaled,amount_scaled,quantity_scaled
O00390,34.0,인천,vip,app,가전,49900.0,1,49900.0,10.817796321618971,1,mid,4,0,0,0,0,1,1,0,1,0,0,0,0,-0.08333333333333333,0.1442857142857143,0.0
O00391,51.0,대구,basic,web,도서,19900.0,1,19900.0,9.898525260706313,0,low,1,0,1,0,0,0,0,1,0,1,0,0,0,1.3333333333333333,-0.2842857142857143,0.0
O00392,40.0,경기,basic,app,가전,49900.0,1,49900.0,10.817796321618971,0,mid,1,1,0,0,0,0,1,0,1,0,0,0,0,0.4166666666666667,0.1442857142857143,0.0
O00393,30.0,서울,gold,app,뷰티,9900.0,3,29700.0,10.298935994257638,1,low,3,0,0,0,1,0,1,0,0,0,1,0,0,-0.4166666666666667,-0.1442857142857143,2.0
O00394,29.0,부산,basic,web,도서,19900.0,1,19900.0,9.898525260706313,0,low,1,0,0,1,0,0,0,1,0,1,0,0,0,-0.5,-0.2842857142857143,0.0
O00395,35.0,서울,silver,app,가전,49900.0,1,49900.0,10.817796321618971,0,mid,2,0,0,0,1,0,1,0,1,0,0,0,0,0.0,0.1442857142857143,0.0
O00396,25.0,대구,silver,app,식품,19900.0,2,39800.0,10.591647316585027,0,mid,2,0,1,0,0,0,1,0,0,0,0,1,0,-0.8333333333333334,0.0,1.0
O00397,27.0,인천,silver,app,뷰티,29900.0,2,59800.0,10.998777662206932,0,mid,2,0,0,0,0,1,1,0,0,0,1,0,0,-0.6666666666666666,0.2857142857142857,1.0
O00398,31.0,경기,basic,app,뷰티,19900.0,1,19900.0,9.898525260706313,0,low,1,1,0,0,0,0,1,0,0,0,1,0,0,-0.3333333333333333,-0.2842857142857143,0.0
O00399,38.0,부산,basic,web,뷰티,49900.0,1,49900.0,10.817796321618971,0,mid,1,0,0,1,0,0,0,1,0,0,1,0,0,0.25,0.1442857142857143,0.0
O00400,51.0,부산,gold,app,도서,9900.0,2,19800.0,9.893487720457795,1,low,3,0,0,1,0,0,1,0,0,1,0,0,0,1.3333333333333333,-0.2857142857142857,1.0
O00401,31.0,서울,silver,web,패션,89900.0,2,179800.0,12.099605962739451,0,high,2,0,0,0,1,0,0,1,0,0,0,0,1,-0.3333333333333333,2.0,1.0
O00402,39.0,대구,basic,web,도서,9900.0,3,29700.0,10.298935994257638,0,low,1,0,1,0,0,0,0,1,0,1,0,0,0,0.3333333333333333,-0.1442857142857143,2.0
O00403,20.0,경기,gold,app,가전,89900.0,1,89900.0,11.40646434386837,1,mid,3,1,0,0,0,0,1,0,1,0,0,0,0,-1.25,0.7157142857142857,0.0
O00404,45.0,인천,basic,web,패션,19900.0,3,59700.0,10.997104049659168,0,mid,1,0,0,0,0,1,0,1,0,0,0,0,1,0.8333333333333334,0.2842857142857143,2.0
O00405,20.0,서울,silver,app,가전,49900.0,1,49900.0,10.817796321618971,0,mid,2,0,0,0,1,0,1,0,1,0,0,0,0,-1.25,0.1442857142857143,0.0
O00406,42.0,인천,basic,app,패션,19900.0,3,59700.0,10.997104049659168,0,mid,1,0,0,0,0,1,1,0,0,0,0,0,1,0.5833333333333334,0.2842857142857143,2.0
O00407,34.0,서울,vip,app,도서,129900.0,3,389700.0,12.873135057399978,1,high,4,0,0,0,1,0,1,0,0,1,0,0,0,-0.08333333333333333,4.998571428571428,2.0
O00408,34.0,서울,basic,app,뷰티,9900.0,1,9900.0,9.200391041122515,0,low,1,0,0,0,1,0,1,0,0,0,1,0,0,-0.08333333333333333,-0.42714285714285716,0.0
O00409,32.0,대구,basic,web,식품,9900.0,1,9900.0,9.200391041122515,0,low,1,0,1,0,0,0,0,1,0,0,0,1,0,-0.25,-0.42714285714285716,0.0
O00410,23.0,서울,basic,web,뷰티,29900.0,1,29900.0,10.305647203635566,0,low,1,0,0,0,1,0,0,1,0,0,1,0,0,-1.0,-0.14142857142857143,0.0
O00411,24.0,서울,basic,web,도서,9900.0,3,29700.0,10.298935994257638,0,low,1,0,0,0,1,0,0,1,0,1,0,0,0,-0.9166666666666666,-0.1442857142857143,2.0
O00412,43.0,대구,gold,web,패션,9900.0,2,19800.0,9.893487720457795,1,low,3,0,1,0,0,0,0,1,0,0,0,0,1,0.6666666666666666,-0.2857142857142857,1.0
O00413,35.0,대구,vip,web,뷰티,129900.0,1,129900.0,11.774527900858468,1,high,4,0,1,0,0,0,0,1,0,0,1,0,0,0.0,1.2871428571428571,0.0
O00414,32.0,경기,basic,web,도서,249900.0,2,499800.0,13.121965298181308,0,high,1,1,0,0,0,0,0,1,0,1,0,0,0,-0.25,6.571428571428571,1.0
O00415,39.0,경기,basic,app,가전,19900.0,3,59700.0,10.997104049659168,0,mid,1,1,0,0,0,0,1,0,1,0,0,0,0,0.3333333333333333,0.2842857142857143,2.0
O00416,36.0,경기,silver,app,식품,129900.0,1,129900.0,11.774527900858468,0,high,2,1,0,0,0,0,1,0,0,0,0,1,0,0.08333333333333333,1.2871428571428571,0.0
O00418,57.0,서울,silver,app,패션,19900.0,1,19900.0,9.898525260706313,0,low,2,0,0,0,1,0,1,0,0,0,0,0,1,1.8333333333333333,-0.2842857142857143,0.0
O00419,42.0,부산,basic,web,가전,49900.0,3,149700.0,11.916395250412128,0,high,1,0,0,1,0,0,0,1,1,0,0,0,0,0.5833333333333334,1.57,2.0
O00420,36.0,부산,basic,web,도서,49900.0,1,49900.0,10.817796321618971,0,mid,1,0,0,1,0,0,0,1,0,1,0,0,0,0.08333333333333333,0.1442857142857143,0.0
O00421,30.0,부산,silver,app,식품,249900.0,1,249900.0,12.428820118415677,0,high,2,0,0,1,0,0,1,0,0,0,0,1,0,-0.4166666666666667,3.0014285714285713,0.0
O00422,44.0,부산,basic,app,패션,19900.0,2,39800.0,10.591647316585027,0,mid,1,0,0,1,0,0,1,0,0,0,0,0,1,0.75,0.0,1.0
O00423,28.0,서울,silver,app,도서,49900.0,2,99800.0,11.510933482289435,0,mid,2,0,0,0,1,0,1,0,0,1,0,0,0,-0.5833333333333334,0.8571428571428571,1.0
O00424,27.0,경기,basic,web,도서,9900.0,3,29700.0,10.298935994257638,0,low,1,1,0,0,0,0,0,1,0,1,0,0,0,-0.6666666666666666,-0.1442857142857143,2.0
O00425,50.0,서울,gold,app,뷰티,9900.0,1,9900.0,9.200391041122515,1,low,3,0,0,0,1,0,1,0,0,0,1,0,0,1.25,-0.42714285714285716,0.0
O00426,35.0,경기,basic,app,뷰티,9900.0,3,29700.0,10.298935994257638,0,low,1,1,0,0,0,0,1,0,0,0,1,0,0,0.0,-0.1442857142857143,2.0
O00427,28.0,경기,silver,app,패션,249900.0,1,249900.0,12.428820118415677,0,high,2,1,0,0,0,0,1,0,0,0,0,0,1,-0.5833333333333334,3.0014285714285713,0.0
O00428,35.0,인천,basic,app,도서,89900.0,2,179800.0,12.099605962739451,0,high,1,0,0,0,0,1,1,0,0,1,0,0,0,0.0,2.0,1.0
O00429,43.0,서울,silver,app,뷰티,49900.0,2,99800.0,11.510933482289435,0,mid,2,0,0,0,1,0,1,0,0,0,1,0,0,0.6666666666666666,0.8571428571428571,1.0
O00430,41.0,서울,basic,app,식품,29900.0,1,29900.0,10.305647203635566,0,low,1,0,0,0,1,0,1,0,0,0,0,1,0,0.5,-0.14142857142857143,0.0
O00431,44.0,서울,silver,app,식품,19900.0,1,19900.0,9.898525260706313,0,low,2,0,0,0,1,0,1,0,0,0,0,1,0,0.75,-0.2842857142857143,0.0
O00432,24.0,부산,silver,app,도서,9900.0,1,9900.0,9.200391041122515,0,low,2,0,0,1,0,0,1,0,0,1,0,0,0,-0.9166666666666666,-0.42714285714285716,0.0
O00433,44.0,경기,silver,app,뷰티,19900.0,2,39800.0,10.591647316585027,0,mid,2,1,0,0,0,0,1,0,0,0,1,0,0,0.75,0.0,1.0
O00434,33.0,서울,silver,web,패션,19900.0,1,19900.0,9.898525260706313,0,low,2,0,0,0,1,0,0,1,0,0,0,0,1,-0.16666666666666666,-0.2842857142857143,0.0
O00435,36.0,서울,silver,app,패션,49900.0,1,49900.0,10.817796321618971,0,mid,2,0,0,0,1,0,1,0,0,0,0,0,1,0.08333333333333333,0.1442857142857143,0.0
O00436,46.0,부산,gold,web,패션,29900.0,1,29900.0,10.305647203635566,1,low,3,0,0,1,0,0,0,1,0,0,0,0,1,0.9166666666666666,-0.14142857142857143,0.0
O00437,41.0,서울,basic,web,식품,9900.0,2,19800.0,9.893487720457795,0,low,1,0,0,0,1,0,0,1,0,0,0,1,0,0.5,-0.2857142857142857,1.0
O00438,38.0,인천,gold,app,뷰티,9900.0,1,9900.0,9.200391041122515,1,low,3,0,0,0,0,1,1,0,0,0,1,0,0,0.25,-0.42714285714285716,0.0
O00439,17.0,부산,basic,app,뷰티,9900.0,1,9900.0,9.200391041122515,0,low,1,0,0,1,0,0,1,0,0,0,1,0,0,-1.5,-0.42714285714285716,0.0
O00440,35.0,서울,basic,app,식품,19900.0,2,39800.0,10.591647316585027,0,mid,1,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,1.0
O00441,28.0,서울,basic,web,패션,129900.0,1,129900.0,11.774527900858468,0,high,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.5833333333333334,1.2871428571428571,0.0
O00442,41.0,대구,basic,app,패션,29900.0,2,59800.0,10.998777662206932,0,mid,1,0,1,0,0,0,1,0,0,0,0,0,1,0.5,0.2857142857142857,1.0
O00443,44.0,서울,gold,web,도서,89900.0,2,179800.0,12.099605962739451,1,high,3,0,0,0,1,0,0,1,0,1,0,0,0,0.75,2.0,1.0
O00444,32.0,서울,silver,app,가전,29900.0,1,29900.0,10.305647203635566,0,low,2,0,0,0,1,0,1,0,1,0,0,0,0,-0.25,-0.14142857142857143,0.0
O00445,29.0,인천,gold,app,뷰티,19900.0,1,19900.0,9.898525260706313,1,low,3,0,0,0,0,1,1,0,0,0,1,0,0,-0.5,-0.2842857142857143,0.0
O00446,49.0,대구,silver,app,뷰티,9900.0,1,9900.0,9.200391041122515,0,low,2,0,1,0,0,0,1,0,0,0,1,0,0,1.1666666666666667,-0.42714285714285716,0.0
O00447,30.0,대구,basic,app,뷰티,89900.0,2,179800.0,12.099605962739451,0,high,1,0,1,0,0,0,1,0,0,0,1,0,0,-0.4166666666666667,2.0,1.0
O00448,24.0,부산,basic,app,가전,49900.0,1,49900.0,10.817796321618971,0,mid,1,0,0,1,0,0,1,0,1,0,0,0,0,-0.9166666666666666,0.1442857142857143,0.0
O00449,28.0,서울,basic,app,도서,9900.0,2,19800.0,9.893487720457795,0,low,1,0,0,0,1,0,1,0,0,1,0,0,0,-0.5833333333333334,-0.2857142857142857,1.0
O00450,30.0,서울,basic,web,가전,29900.0,2,59800.0,10.998777662206932,0,mid,1,0,0,0,1,0,0,1,1,0,0,0,0,-0.4166666666666667,0.2857142857142857,1.0
O00451,27.0,부산,basic,web,패션,29900.0,3,89700.0,11.404237196256764,0,mid,1,0,0,1,0,0,0,1,0,0,0,0,1,-0.6666666666666666,0.7128571428571429,2.0
O00452,43.0,경기,basic,app,패션,29900.0,2,59800.0,10.998777662206932,0,mid,1,1,0,0,0,0,1,0,0,0,0,0,1,0.6666666666666666,0.2857142857142857,1.0
O00453,15.0,경기,silver,app,뷰티,129900.0,2,259800.0,12.467671232325932,0,high,2,1,0,0,0,0,1,0,0,0,1,0,0,-1.6666666666666667,3.142857142857143,1.0
O00454,27.0,대구,silver,web,식품,29900.0,3,89700.0,11.404237196256764,0,mid,2,0,1,0,0,0,0,1,0,0,0,1,0,-0.6666666666666666,0.7128571428571429,2.0
O00455,35.0,서울,vip,app,뷰티,29900.0,2,59800.0,10.998777662206932,1,mid,4,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.2857142857142857,1.0
O00457,50.0,서울,silver,app,가전,9900.0,2,19800.0,9.893487720457795,0,low,2,0,0,0,1,0,1,0,1,0,0,0,0,1.25,-0.2857142857142857,1.0
O00458,49.0,경기,basic,app,패션,9900.0,1,9900.0,9.200391041122515,0,low,1,1,0,0,0,0,1,0,0,0,0,0,1,1.1666666666666667,-0.42714285714285716,0.0
O00459,21.0,서울,silver,app,식품,9900.0,2,19800.0,9.893487720457795,0,low,2,0,0,0,1,0,1,0,0,0,0,1,0,-1.1666666666666667,-0.2857142857142857,1.0
O00460,18.0,서울,gold,app,가전,49900.0,1,49900.0,10.817796321618971,1,mid,3,0,0,0,1,0,1,0,1,0,0,0,0,-1.4166666666666667,0.1442857142857143,0.0
O00461,35.0,서울,basic,web,패션,49900.0,2,99800.0,11.510933482289435,0,mid,1,0,0,0,1,0,0,1,0,0,0,0,1,0.0,0.8571428571428571,1.0
O00462,29.0,경기,basic,web,식품,9900.0,2,19800.0,9.893487720457795,0,low,1,1,0,0,0,0,0,1,0,0,0,1,0,-0.5,-0.2857142857142857,1.0
O00463,24.0,부산,gold,app,뷰티,89900.0,2,179800.0,12.099605962739451,1,high,3,0,0,1,0,0,1,0,0,0,1,0,0,-0.9166666666666666,2.0,1.0
O00464,35.0,경기,basic,app,뷰티,9900.0,2,19800.0,9.893487720457795,0,low,1,1,0,0,0,0,1,0,0,0,1,0,0,0.0,-0.2857142857142857,1.0
O00465,37.0,대구,silver,web,뷰티,19900.0,1,19900.0,9.898525260706313,0,low,2,0,1,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,-0.2842857142857143,0.0
O00466,27.0,서울,silver,app,가전,19900.0,2,39800.0,10.591647316585027,0,mid,2,0,0,0,1,0,1,0,1,0,0,0,0,-0.6666666666666666,0.0,1.0
O00467,29.0,서울,basic,web,뷰티,19900.0,1,19900.0,9.898525260706313,0,low,1,0,0,0,1,0,0,1,0,0,1,0,0,-0.5,-0.2842857142857143,0.0
O00468,28.0,인천,basic,app,도서,19900.0,1,19900.0,9.898525260706313,0,low,1,0,0,0,0,1,1,0,0,1,0,0,0,-0.5833333333333334,-0.2842857142857143,0.0
O00469,31.0,서울,basic,app,패션,29900.0,2,59800.0,10.998777662206932,0,mid,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.3333333333333333,0.2857142857142857,1.0
O00470,40.0,대구,basic,web,가전,19900.0,3,59700.0,10.997104049659168,0,mid,1,0,1,0,0,0,0,1,1,0,0,0,0,0.4166666666666667,0.2842857142857143,2.0
O00471,25.0,서울,basic,web,뷰티,249900.0,1,249900.0,12.428820118415677,0,high,1,0,0,0,1,0,0,1,0,0,1,0,0,-0.8333333333333334,3.0014285714285713,0.0
O00472,29.0,대구,gold,app,패션,9900.0,1,9900.0,9.200391041122515,1,low,3,0,1,0,0,0,1,0,0,0,0,0,1,-0.5,-0.42714285714285716,0.0
O00473,31.0,서울,basic,app,식품,9900.0,1,9900.0,9.200391041122515,0,low,1,0,0,0,1,0,1,0,0,0,0,1,0,-0.3333333333333333,-0.42714285714285716,0.0
O00474,35.0,인천,silver,app,뷰티,9900.0,1,9900.0,9.200391041122515,0,low,2,0,0,0,0,1,1,0,0,0,1,0,0,0.0,-0.42714285714285716,0.0
O00475,37.0,경기,basic,app,패션,29900.0,2,59800.0,10.998777662206932,0,mid,1,1,0,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,0.2857142857142857,1.0
O00476,53.0,대구,vip,app,도서,9900.0,3,29700.0,10.298935994257638,1,low,4,0,1,0,0,0,1,0,0,1,0,0,0,1.5,-0.1442857142857143,2.0
O00477,40.0,서울,basic,app,식품,89900.0,1,89900.0,11.40646434386837,0,mid,1,0,0,0,1,0,1,0,0,0,0,1,0,0.4166666666666667,0.7157142857142857,0.0
O00478,40.0,경기,basic,app,도서,29900.0,1,29900.0,10.305647203635566,0,low,1,1,0,0,0,0,1,0,0,1,0,0,0,0.4166666666666667,-0.14142857142857143,0.0
O00479,33.0,대구,gold,web,패션,29900.0,1,29900.0,10.305647203635566,1,low,3,0,1,0,0,0,0,1,0,0,0,0,1,-0.16666666666666666,-0.14142857142857143,0.0
O00480,26.0,경기,gold,web,도서,29900.0,2,59800.0,10.998777662206932,1,mid,3,1,0,0,0,0,0,1,0,1,0,0,0,-0.75,0.2857142857142857,1.0
O00481,30.0,경기,basic,web,패션,9900.0,2,19800.0,9.893487720457795,0,low,1,1,0,0,0,0,0,1,0,0,0,0,1,-0.4166666666666667,-0.2857142857142857,1.0
O00482,29.0,부산,gold,app,패션,9900.0,2,19800.0,9.893487720457795,1,low,3,0,0,1,0,0,1,0,0,0,0,0,1,-0.5,-0.2857142857142857,1.0
O00483,39.0,경기,basic,web,도서,19900.0,1,19900.0,9.898525260706313,0,low,1,1,0,0,0,0,0,1,0,1,0,0,0,0.3333333333333333,-0.2842857142857143,0.0
O00484,20.0,경기,basic,app,패션,29900.0,1,29900.0,10.305647203635566,0,low,1,1,0,0,0,0,1,0,0,0,0,0,1,-1.25,-0.14142857142857143,0.0
O00485,40.0,경기,basic,app,뷰티,19900.0,3,59700.0,10.997104049659168,0,mid,1,1,0,0,0,0,1,0,0,0,1,0,0,0.4166666666666667,0.2842857142857143,2.0
O00488,28.0,서울,basic,web,패션,9900.0,2,19800.0,9.893487720457795,0,low,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.5833333333333334,-0.2857142857142857,1.0
O00489,27.0,대구,basic,web,가전,89900.0,1,89900.0,11.40646434386837,0,mid,1,0,1,0,0,0,0,1,1,0,0,0,0,-0.6666666666666666,0.7157142857142857,0.0
O00490,31.0,인천,silver,web,패션,49900.0,1,49900.0,10.817796321618971,0,mid,2,0,0,0,0,1,0,1,0,0,0,0,1,-0.3333333333333333,0.1442857142857143,0.0
O00491,31.0,경기,gold,web,패션,19900.0,1,19900.0,9.898525260706313,1,low,3,1,0,0,0,0,0,1,0,0,0,0,1,-0.3333333333333333,-0.2842857142857143,0.0
O00492,42.0,경기,basic,app,도서,9900.0,1,9900.0,9.200391041122515,0,low,1,1,0,0,0,0,1,0,0,1,0,0,0,0.5833333333333334,-0.42714285714285716,0.0
O00493,42.0,서울,silver,app,뷰티,9900.0,2,19800.0,9.893487720457795,0,low,2,0,0,0,1,0,1,0,0,0,1,0,0,0.5833333333333334,-0.2857142857142857,1.0
O00495,31.0,경기,gold,app,식품,29900.0,1,29900.0,10.305647203635566,1,low,3,1,0,0,0,0,1,0,0,0,0,1,0,-0.3333333333333333,-0.14142857142857143,0.0
O00497,31.0,경기,vip,app,도서,129900.0,1,129900.0,11.774527900858468,1,high,4,1,0,0,0,0,1,0,0,1,0,0,0,-0.3333333333333333,1.2871428571428571,0.0
O00498,37.0,서울,basic,app,뷰티,49900.0,1,49900.0,10.817796321618971,0,mid,1,0,0,0,1,0,1,0,0,0,1,0,0,0.16666666666666666,0.1442857142857143,0.0
O00499,41.0,대구,basic,web,도서,9900.0,1,9900.0,9.200391041122515,0,low,1,0,1,0,0,0,0,1,0,1,0,0,0,0.5,-0.42714285714285716,0.0
O00500,38.0,대구,basic,app,뷰티,19900.0,3,59700.0,10.997104049659168,0,mid,1,0,1,0,0,0,1,0,0,0,1,0,0,0.25,0.2842857142857143,2.0
O00501,31.0,부산,basic,web,도서,89900.0,2,179800.0,12.099605962739451,0,high,1,0,0,1,0,0,0,1,0,1,0,0,0,-0.3333333333333333,2.0,1.0
O00502,50.0,경기,basic,app,패션,19900.0,1,19900.0,9.898525260706313,0,low,1,1,0,0,0,0,1,0,0,0,0,0,1,1.25,-0.2842857142857143,0.0
O00503,26.0,서울,vip,app,뷰티,9900.0,1,9900.0,9.200391041122515,1,low,4,0,0,0,1,0,1,0,0,0,1,0,0,-0.75,-0.42714285714285716,0.0
O00504,33.0,인천,basic,web,뷰티,49900.0,1,49900.0,10.817796321618971,0,mid,1,0,0,0,0,1,0,1,0,0,1,0,0,-0.16666666666666666,0.1442857142857143,0.0
O00505,25.0,부산,basic,app,가전,19900.0,1,19900.0,9.898525260706313,0,low,1,0,0,1,0,0,1,0,1,0,0,0,0,-0.8333333333333334,-0.2842857142857143,0.0
O00506,35.0,서울,gold,app,도서,129900.0,1,129900.0,11.774527900858468,1,high,3,0,0,0,1,0,1,0,0,1,0,0,0,0.0,1.2871428571428571,0.0
O00507,49.0,대구,basic,app,도서,49900.0,2,99800.0,11.510933482289435,0,mid,1,0,1,0,0,0,1,0,0,1,0,0,0,1.1666666666666667,0.8571428571428571,1.0
O00508,34.0,인천,gold,web,뷰티,9900.0,1,9900.0,9.200391041122515,1,low,3,0,0,0,0,1,0,1,0,0,1,0,0,-0.08333333333333333,-0.42714285714285716,0.0
O00509,34.0,대구,basic,app,패션,129900.0,2,259800.0,12.467671232325932,0,high,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.08333333333333333,3.142857142857143,1.0
O00511,32.0,경기,basic,web,패션,19900.0,1,19900.0,9.898525260706313,0,low,1,1,0,0,0,0,0,1,0,0,0,0,1,-0.25,-0.2842857142857143,0.0
O00512,45.0,경기,basic,web,도서,19900.0,3,59700.0,10.997104049659168,0,mid,1,1,0,0,0,0,0,1,0,1,0,0,0,0.8333333333333334,0.2842857142857143,2.0
O00513,33.0,대구,vip,app,가전,9900.0,1,9900.0,9.200391041122515,1,low,4,0,1,0,0,0,1,0,1,0,0,0,0,-0.16666666666666666,-0.42714285714285716,0.0
O00514,32.0,인천,basic,app,뷰티,29900.0,1,29900.0,10.305647203635566,0,low,1,0,0,0,0,1,1,0,0,0,1,0,0,-0.25,-0.14142857142857143,0.0
O00515,45.0,서울,silver,app,식품,9900.0,2,19800.0,9.893487720457795,0,low,2,0,0,0,1,0,1,0,0,0,0,1,0,0.8333333333333334,-0.2857142857142857,1.0
O00516,32.0,서울,basic,app,가전,19900.0,2,39800.0,10.591647316585027,0,mid,1,0,0,0,1,0,1,0,1,0,0,0,0,-0.25,0.0,1.0
O00517,47.0,서울,basic,web,식품,19900.0,1,19900.0,9.898525260706313,0,low,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,-0.2842857142857143,0.0
O00518,23.0,인천,gold,web,가전,49900.0,2,99800.0,11.510933482289435,1,mid,3,0,0,0,0,1,0,1,1,0,0,0,0,-1.0,0.8571428571428571,1.0
O00519,41.0,대구,basic,web,패션,89900.0,1,89900.0,11.40646434386837,0,mid,1,0,1,0,0,0,0,1,0,0,0,0,1,0.5,0.7157142857142857,0.0
O00520,50.0,서울,silver,web,도서,9900.0,1,9900.0,9.200391041122515,0,low,2,0,0,0,1,0,0,1,0,1,0,0,0,1.25,-0.42714285714285716,0.0
O00521,44.0,경기,vip,web,식품,19900.0,1,19900.0,9.898525260706313,1,low,4,1,0,0,0,0,0,1,0,0,0,1,0,0.75,-0.2842857142857143,0.0
O00522,18.0,서울,silver,web,가전,19900.0,1,19900.0,9.898525260706313,0,low,2,0,0,0,1,0,0,1,1,0,0,0,0,-1.4166666666666667,-0.2842857142857143,0.0
O00523,29.0,대구,vip,web,도서,9900.0,1,9900.0,9.200391041122515,1,low,4,0,1,0,0,0,0,1,0,1,0,0,0,-0.5,-0.42714285714285716,0.0
O00524,33.0,인천,basic,web,식품,49900.0,1,49900.0,10.817796321618971,0,mid,1,0,0,0,0,1,0,1,0,0,0,1,0,-0.16666666666666666,0.1442857142857143,0.0
O00525,44.0,인천,basic,web,뷰티,49900.0,3,149700.0,11.916395250412128,0,high,1,0,0,0,0,1,0,1,0,0,1,0,0,0.75,1.57,2.0
O00526,23.0,경기,basic,web,가전,9900.0,2,19800.0,9.893487720457795,0,low,1,1,0,0,0,0,0,1,1,0,0,0,0,-1.0,-0.2857142857142857,1.0
O00527,26.0,경기,silver,app,뷰티,19900.0,1,19900.0,9.898525260706313,0,low,2,1,0,0,0,0,1,0,0,0,1,0,0,-0.75,-0.2842857142857143,0.0
O00529,28.0,서울,basic,app,뷰티,29900.0,1,29900.0,10.305647203635566,0,low,1,0,0,0,1,0,1,0,0,0,1,0,0,-0.5833333333333334,-0.14142857142857143,0.0
O00530,24.0,인천,silver,web,뷰티,9900.0,2,19800.0,9.893487720457795,0,low,2,0,0,0,0,1,0,1,0,0,1,0,0,-0.9166666666666666,-0.2857142857142857,1.0
O00531,49.0,인천,basic,web,가전,249900.0,3,749700.0,13.527429739357144,0,high,1,0,0,0,0,1,0,1,1,0,0,0,0,1.1666666666666667,10.141428571428571,2.0
O00532,29.0,대구,silver,app,패션,49900.0,1,49900.0,10.817796321618971,0,mid,2,0,1,0,0,0,1,0,0,0,0,0,1,-0.5,0.1442857142857143,0.0
O00533,41.0,대구,basic,web,뷰티,19900.0,2,39800.0,10.591647316585027,0,mid,1,0,1,0,0,0,0,1,0,0,1,0,0,0.5,0.0,1.0
O00535,35.0,부산,silver,web,식품,129900.0,3,389700.0,12.873135057399978,0,high,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,4.998571428571428,2.0
O00536,30.0,대구,basic,web,뷰티,29900.0,2,59800.0,10.998777662206932,0,mid,1,0,1,0,0,0,0,1,0,0,1,0,0,-0.4166666666666667,0.2857142857142857,1.0
O00537,42.0,인천,basic,web,패션,9900.0,3,29700.0,10.298935994257638,0,low,1,0,0,0,0,1,0,1,0,0,0,0,1,0.5833333333333334,-0.1442857142857143,2.0
O00538,36.0,서울,basic,web,뷰티,19900.0,2,39800.0,10.591647316585027,0,mid,1,0,0,0,1,0,0,1,0,0,1,0,0,0.08333333333333333,0.0,1.0
O00539,36.0,경기,basic,app,식품,89900.0,1,89900.0,11.40646434386837,0,mid,1,1,0,0,0,0,1,0,0,0,0,1,0,0.08333333333333333,0.7157142857142857,0.0
O00540,30.0,서울,basic,web,패션,29900.0,1,29900.0,10.305647203635566,0,low,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.4166666666666667,-0.14142857142857143,0.0
O00541,31.0,대구,gold,web,가전,49900.0,1,49900.0,10.817796321618971,1,mid,3,0,1,0,0,0,0,1,1,0,0,0,0,-0.3333333333333333,0.1442857142857143,0.0
O00542,40.0,경기,silver,app,패션,89900.0,1,89900.0,11.40646434386837,0,mid,2,1,0,0,0,0,1,0,0,0,0,0,1,0.4166666666666667,0.7157142857142857,0.0
O00543,37.0,서울,silver,web,가전,89900.0,2,179800.0,12.099605962739451,0,high,2,0,0,0,1,0,0,1,1,0,0,0,0,0.16666666666666666,2.0,1.0
O00544,36.0,부산,basic,web,패션,129900.0,1,129900.0,11.774527900858468,0,high,1,0,0,1,0,0,0,1,0,0,0,0,1,0.08333333333333333,1.2871428571428571,0.0
O00545,28.0,경기,gold,app,식품,9900.0,2,19800.0,9.893487720457795,1,low,3,1,0,0,0,0,1,0,0,0,0,1,0,-0.5833333333333334,-0.2857142857142857,1.0
O00546,52.0,서울,silver,web,식품,29900.0,2,59800.0,10.998777662206932,0,mid,2,0,0,0,1,0,0,1,0,0,0,1,0,1.4166666666666667,0.2857142857142857,1.0
O00547,31.0,서울,basic,web,패션,49900.0,1,49900.0,10.817796321618971,0,mid,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.3333333333333333,0.1442857142857143,0.0
O00548,35.0,부산,silver,web,뷰티,49900.0,1,49900.0,10.817796321618971,0,mid,2,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.1442857142857143,0.0
O00549,33.0,경기,silver,web,식품,29900.0,1,29900.0,10.305647203635566,0,low,2,1,0,0,0,0,0,1,0,0,0,1,0,-0.16666666666666666,-0.14142857142857143,0.0
O00550,53.0,부산,basic,app,가전,9900.0,2,19800.0,9.893487720457795,0,low,1,0,0,1,0,0,1,0,1,0,0,0,0,1.5,-0.2857142857142857,1.0
O00551,32.0,경기,basic,app,가전,49900.0,2,99800.0,11.510933482289435,0,mid,1,1,0,0,0,0,1,0,1,0,0,0,0,-0.25,0.8571428571428571,1.0
