order_id,customer_id,product_id,quantity,amount,channel,order_date
60604,C044466,P00100,1,19900.0,web,2025-02-15
60605,C047778,P00574,1,19900.0,web,2025-02-23
60606,C046512,P00054,1,89900.0,app,2025-04-30
60607,C005397,P00496,3,9900.0,app,2025-02-25
60608,C006358,P00298,1,49900.0,web,2025-01-28
60609,C016325,P00564,1,19900.0,app,2025-04-18
60610,C026276,P00904,2,9900.0,web,2025-02-25
60611,C024019,P00962,2,129900.0,web,2025-02-15
60612,C008173,P00003,1,49900.0,app,2025-01-12
60613,C016006,P00591,2,89900.0,web,2025-02-18
60614,C030084,P00444,2,29900.0,app,2025-03-23
60615,C018188,P00880,1,9900.0,app,2025-01-06
60616,C015554,P00358,1,19900.0,web,2025-02-21
60617,C012831,P00012,3,89900.0,web,2025-03-14
60618,C020570,P00562,1,9900.0,app,2025-03-28
60619,C014715,P00215,1,49900.0,app,2025-02-06
60620,C019894,P00235,2,129900.0,app,2025-01-02
60621,C018593,P00472,1,19900.0,app,2025-02-06
60622,C043161,P00454,3,19900.0,app,2025-04-14
60623,C032622,P00011,1,89900.0,web,2025-02-01
60624,C016010,P00561,1,29900.0,web,2025-02-18
60625,C013241,P00123,1,129900.0,web,2025-01-23
60626,C030824,P00130,1,19900.0,app,2025-04-26
60627,C028134,P00219,1,129900.0,app,2025-04-19
60628,C034572,P00226,1,19900.0,app,2025-02-14
60629,C041164,P00691,1,49900.0,app,2025-04-09
60630,C033390,P00842,1,129900.0,web,2025-01-02
60631,C025850,P00047,2,9900.0,web,2025-04-12
60632,C036078,P00328,1,89900.0,web,2025-04-23
60633,C047874,P00288,2,9900.0,app,2025-03-09
60634,C038179,P00554,1,29900.0,web,2025-01-02
60635,C041639,P00364,1,19900.0,app,2025-03-14
60636,C026985,P00230,1,19900.0,web,2025-01-31
60637,C041629,P00092,3,49900.0,web,2025-04-27
60638,C001722,P00564,2,9900.0,app,2025-03-08
60639,C048179,P00482,2,9900.0,web,2025-04-12
60640,C030816,P00763,1,89900.0,app,2025-04-29
60641,C035416,P00250,1,49900.0,app,2025-02-02
60642,C018074,P00473,2,9900.0,web,2025-01-28
60643,C003909,P00521,1,129900.0,web,2025-03-22
60644,C045027,P00987,2,19900.0,web,2025-03-18
60645,C027908,P00086,1,29900.0,web,2025-04-05
60646,C002837,P00294,1,19900.0,web,2025-02-07
60647,C029378,P00078,1,19900.0,app,2025-01-18
60648,C023205,P00857,1,29900.0,app,2025-04-02
60649,C005583,P00554,1,19900.0,web,2025-04-23
60650,C035827,P00557,2,9900.0,app,2025-01-11
60651,C013896,P00460,2,49900.0,app,2025-02-22
60652,C037059,P00983,1,19900.0,app,2025-03-21
60653,C049163,P00941,1,19900.0,app,2025-01-16
60654,C013302,P00259,1,9900.0,web,2025-03-09
60655,C006500,P00600,2,89900.0,web,2025-02-08
60656,C043470,P00952,2,19900.0,web,2025-03-07
60657,C038309,P00016,3,29900.0,app,2025-01-13
60658,C042364,P00912,1,89900.0,app,2025-03-08
60659,C035089,P00187,1,9900.0,app,2025-03-29
60660,C043621,P00750,3,89900.0,web,2025-03-13
60661,C022194,P00749,2,129900.0,app,2025-01-02
60662,C030045,P00767,1,29900.0,web,2025-02-07
60663,C033459,P00078,1,29900.0,web,2025-02-11
60664,C026376,P00368,1,9900.0,web,2025-04-21
60665,C000006,P00936,2,9900.0,web,2025-01-15
60666,C028564,P00762,1,129900.0,web,2025-03-18
60667,C007676,P00265,1,89900.0,web,2025-04-22
60668,C042581,P00007,2,29900.0,app,2025-03-10
60669,C042777,P00951,2,19900.0,app,2025-03-30
60670,C020970,P00069,2,9900.0,web,2025-03-25
60671,C034401,P00058,2,9900.0,app,2025-02-05
60672,C039753,P00378,3,49900.0,app,2025-04-27
60673,C027340,P00111,3,29900.0,app,2025-01-10
60674,C042641,P00807,2,9900.0,app,2025-04-17
60675,C027071,P00365,2,129900.0,app,2025-02-15
60676,C000162,P00704,1,129900.0,web,2025-03-29
60677,C040206,P00002,2,49900.0,app,2025-03-08
60678,C031096,P00800,1,29900.0,app,2025-04-14
60679,C006776,P00833,1,29900.0,app,2025-04-09
60680,C044798,P00231,1,9900.0,app,2025-04-25
60681,C023593,P00888,1,49900.0,web,2025-04-16
60682,C010073,P00813,1,29900.0,web,2025-04-28
60683,C030039,P00680,2,9900.0,web,2025-04-24
60684,C017288,P00465,2,89900.0,web,2025-02-07
60685,C005540,P00874,2,9900.0,web,2025-02-12
60686,C038127,P00525,1,29900.0,app,2025-01-25
60687,C021640,P00455,1,129900.0,web,2025-04-09
60688,C040698,P00417,3,19900.0,web,2025-04-28
60689,C025164,P00558,1,29900.0,web,2025-04-27
60690,C041778,P00539,1,9900.0,app,2025-04-08
60691,C018688,P00559,1,19900.0,app,2025-01-22
60692,C031737,P00476,1,29900.0,web,2025-04-02
60693,C003596,P00645,1,129900.0,app,2025-03-07
60694,C034185,P00998,1,129900.0,web,2025-03-10
60695,C047909,P00249,1,29900.0,app,2025-01-14
60696,C023941,P00137,3,9900.0,app,2025-03-02
60697,C007110,P00587,1,19900.0,app,2025-01-01
60698,C010850,P00368,1,9900.0,app,2025-02-21
60699,C042290,P00208,2,89900.0,web,2025-04-30
60700,C008323,P00898,1,89900.0,app,2025-04-28
60701,C003791,P00876,2,49900.0,app,2025-03-13
60702,C007593,P00346,1,89900.0,app,2025-04-27
60703,C016156,P00237,1,129900.0,app,2025-04-17
60704,C020751,P00434,2,49900.0,app,2025-04-29
60705,C046485,P00552,2,9900.0,app,2025-01-04
60706,C023251,P00900,3,19900.0,web,2025-02-19
60707,C042561,P00378,2,129900.0,app,2025-01-22
60708,C005639,P00897,1,89900.0,app,2025-02-06
60709,C037394,P00762,1,29900.0,web,2025-01-15
60710,C020468,P00611,1,9900.0,web,2025-02-23
60711,C044334,P00645,2,9900.0,web,2025-02-13
60712,C030581,P00812,2,89900.0,app,2025-04-26
60713,C008262,P00401,1,89900.0,web,2025-03-08
60714,C019376,P00321,1,89900.0,web,2025-04-10
60715,C017560,P00867,1,89900.0,app,2025-03-24
60716,C036988,P00747,1,89900.0,web,2025-01-19
60717,C033115,P00238,1,9900.0,web,2025-03-22
60718,C040141,P00878,1,129900.0,app,2025-04-07
60719,C020752,P00539,1,9900.0,app,2025-04-18
60720,C012265,P00027,3,29900.0,app,2025-03-05
60721,C038987,P00133,1,29900.0,app,2025-01-02
60722,C008509,P00129,1,89900.0,web,2025-01-11
60723,C040209,P00118,1,89900.0,web,2025-04-24
60724,C004772,P00215,2,9900.0,app,2025-04-11
60725,C024501,P00863,1,89900.0,app,2025-04-30
60726,C020674,P00718,2,49900.0,web,2025-01-07
60727,C018999,P00027,1,9900.0,web,2025-01-31
60728,C015912,P00900,1,9900.0,app,2025-01-22
60729,C040505,P00296,2,89900.0,app,2025-03-01
60730,C010426,P00825,1,89900.0,web,2025-02-18
60731,C023800,P00975,3,29900.0,web,2025-03-10
60732,C021091,P00978,2,129900.0,web,2025-04-22
60733,C021944,P00046,2,49900.0,web,2025-04-08
60734,C003098,P00889,1,89900.0,app,2025-01-15
60735,C041174,P00768,2,29900.0,web,2025-04-29
60736,C027402,P00929,1,9900.0,app,2025-01-02
60737,C001550,P00635,2,129900.0,app,2025-02-11
60738,C014975,P00355,1,89900.0,app,2025-03-25
60739,C045375,P00131,1,19900.0,app,2025-01-12
60740,C003530,P00774,1,49900.0,web,2025-02-21
60741,C015893,P00433,1,129900.0,web,2025-03-07
60742,C031509,P00377,2,89900.0,app,2025-04-29
60743,C042077,P00564,1,89900.0,app,2025-02-15
60744,C017049,P00280,1,129900.0,web,2025-03-14
60745,C040527,P00706,1,19900.0,web,2025-01-30
60746,C024256,P00603,3,19900.0,web,2025-03-23
60747,C019053,P00254,3,129900.0,app,2025-03-21
60748,C039639,P00194,3,89900.0,app,2025-03-30
60749,C022967,P00724,2,129900.0,web,2025-04-30
60750,C028078,P00348,1,129900.0,web,2025-01-12
60751,C034159,P00753,2,129900.0,web,2025-01-30
60752,C043705,P00752,1,49900.0,app,2025-01-23
60753,C007119,P00736,2,129900.0,web,2025-03-02
60754,C030720,P00560,2,19900.0,app,2025-03-03
60755,C028934,P00123,1,29900.0,app,2025-03-31
60756,C047371,P00536,1,129900.0,web,2025-02-26
60757,C033698,P00593,1,129900.0,app,2025-04-20
60758,C047716,P00197,1,49900.0,app,2025-04-11
60759,C027496,P00942,1,9900.0,app,2025-01-13
60760,C004875,P00314,3,129900.0,web,2025-02-16
60761,C047681,P00656,2,49900.0,app,2025-03-21
60762,C038263,P00689,2,89900.0,web,2025-02-12
60763,C042680,P00595,2,19900.0,app,2025-03-02
60764,C031544,P00642,1,29900.0,web,2025-02-07
60765,C012115,P00042,1,129900.0,web,2025-03-02
60766,C021352,P00095,1,129900.0,app,2025-01-11
60767,C043958,P00248,2,29900.0,app,2025-02-19
60768,C008857,P00997,1,49900.0,web,2025-01-15
60769,C007845,P00899,1,89900.0,app,2025-01-27
60770,C039672,P00363,1,29900.0,app,2025-03-09
60771,C024035,P00657,1,19900.0,web,2025-01-06
60772,C015335,P00063,1,29900.0,app,2025-01-31
60773,C010754,P00045,2,89900.0,web,2025-03-21
60774,C008996,P00338,1,29900.0,web,2025-01-06
60775,C038305,P00325,2,49900.0,app,2025-03-31
60776,C045752,P00394,1,129900.0,web,2025-04-25
60777,C006350,P00470,1,19900.0,app,2025-03-01
60778,C018297,P00940,3,29900.0,app,2025-01-07
60779,C003184,P00576,2,129900.0,app,2025-01-05
60780,C044559,P00439,1,89900.0,web,2025-03-19
60781,C018140,P00510,2,49900.0,app,2025-01-08
60782,C010276,P00639,3,19900.0,web,2025-03-08
60783,C040732,P00642,3,29900.0,web,2025-04-15
60784,C035026,P00172,2,9900.0,web,2025-01-14
60785,C047762,P00861,3,49900.0,web,2025-02-04
60786,C021296,P00892,3,29900.0,app,2025-03-01
60787,C002423,P00272,1,19900.0,web,2025-04-13
60788,C047901,P00610,2,129900.0,app,2025-02-17
60789,C001002,P00259,1,89900.0,app,2025-01-31
60790,C028326,P00110,1,89900.0,web,2025-01-22
60791,C047755,P00041,3,89900.0,web,2025-01-18
60792,C017464,P00155,1,89900.0,app,2025-03-18
60793,C037834,P00130,1,49900.0,web,2025-04-18
60794,C022729,P00991,2,129900.0,app,2025-04-26
60795,C003844,P00613,2,129900.0,web,2025-01-16
60796,C015665,P00159,2,89900.0,app,2025-04-06
60797,C044249,P00314,1,89900.0,app,2025-01-12
60798,C027925,P00064,3,49900.0,web,2025-02-25
60799,C012907,P00021,2,89900.0,app,2025-03-14
60800,C004697,P00621,2,49900.0,app,2025-04-28
60801,C031737,P00752,2,129900.0,app,2025-04-26
60802,C038576,P00014,2,49900.0,app,2025-01-25
60803,C019700,P00753,1,89900.0,web,2025-01-02
60804,C017784,P00474,1,29900.0,web,2025-03-18
60805,C012141,P00270,3,19900.0,app,2025-03-13
60806,C032296,P00726,1,49900.0,web,2025-04-01
60807,C034881,P00938,2,49900.0,app,2025-01-18
60808,C021342,P00724,1,89900.0,web,2025-01-12
60809,C045509,P00687,1,49900.0,app,2025-02-02
60810,C023289,P00114,2,129900.0,web,2025-02-15
60811,C049940,P00388,2,49900.0,web,2025-02-16
60812,C024513,P00722,2,9900.0,app,2025-01-07
60813,C025347,P00123,1,9900.0,app,2025-03-22
60814,C003342,P00582,2,129900.0,app,2025-04-24
60815,C043600,P00175,1,49900.0,web,2025-01-31
60816,C005212,P00097,1,89900.0,web,2025-01-06
60817,C019964,P00257,3,49900.0,app,2025-01-23
60818,C029468,P00945,2,19900.0,app,2025-04-28
60819,C024687,P00827,1,89900.0,app,2025-03-03
60820,C022894,P00842,1,129900.0,web,2025-03-11
60821,C001466,P00531,2,129900.0,web,2025-02-28
60822,C047352,P00903,2,129900.0,app,2025-03-09
60823,C040142,P00003,1,19900.0,web,2025-04-28
60824,C008734,P00601,2,19900.0,app,2025-01-13
60825,C047642,P00845,1,19900.0,web,2025-01-25
60826,C003727,P00328,2,9900.0,web,2025-03-16
60827,C027589,P00692,1,29900.0,web,2025-02-01
60828,C033845,P00569,1,129900.0,web,2025-04-08
60829,C019460,P00490,1,9900.0,web,2025-04-20
60830,C044115,P00105,1,29900.0,app,2025-03-26
60831,C036473,P00598,2,19900.0,web,2025-03-23
60832,C004526,P00543,1,89900.0,app,2025-02-06
60833,C018704,P00582,2,129900.0,web,2025-01-10
60834,C038955,P00567,2,29900.0,app,2025-03-28
60835,C013271,P00985,1,49900.0,app,2025-04-02
60836,C013777,P00665,1,49900.0,web,2025-01-25
60837,C031223,P00043,2,19900.0,app,2025-03-05
60838,C030747,P00180,1,129900.0,app,2025-04-17
60839,C044592,P00024,2,29900.0,app,2025-02-15
60840,C041508,P00690,2,89900.0,web,2025-03-14
60841,C015592,P00798,3,19900.0,app,2025-01-13
60842,C036555,P00601,2,129900.0,web,2025-03-31
60843,C003837,P00569,3,9900.0,app,2025-03-22
60844,C030924,P00777,1,49900.0,app,2025-04-18
60845,C023207,P00112,2,29900.0,app,2025-03-16
60846,C015101,P00557,2,29900.0,app,2025-04-07
60847,C033361,P00089,1,89900.0,app,2025-02-04
60848,C036224,P00458,1,19900.0,web,2025-04-16
60849,C027057,P00204,1,19900.0,app,2025-01-23
60850,C009485,P00473,1,9900.0,web,2025-02-07
60851,C005183,P00279,1,29900.0,app,2025-02-25
60852,C005752,P00474,1,9900.0,app,2025-01-15
60853,C049327,P00057,2,129900.0,app,2025-04-14
60854,C004741,P00627,2,19900.0,web,2025-03-22
60855,C038166,P00205,3,89900.0,app,2025-01-27
60856,C013265,P00806,1,129900.0,web,2025-03-02
60857,C009275,P00281,2,129900.0,web,2025-02-17
60858,C045414,P00433,3,9900.0,app,2025-02-03
60859,C038173,P00643,1,129900.0,web,2025-03-09
60860,C032695,P00085,2,49900.0,web,2025-04-13
60861,C003471,P00602,2,89900.0,app,2025-03-29
60862,C004247,P00730,1,9900.0,web,2025-01-18
60863,C032300,P00666,1,19900.0,app,2025-03-12
60864,C020658,P00687,2,49900.0,app,2025-02-03
60865,C023512,P00695,3,89900.0,web,2025-04-12
60866,C006231,P00679,1,29900.0,web,2025-01-14
60867,C012493,P00769,1,29900.0,app,2025-03-25
60868,C032301,P00764,1,49900.0,app,2025-01-23
60869,C018397,P00693,1,49900.0,web,2025-02-18
60870,C029997,P00415,2,19900.0,app,2025-04-23
60871,C023706,P00010,2,29900.0,web,2025-01-19
60872,C029290,P00588,1,129900.0,app,2025-02-28
60873,C049825,P00175,3,29900.0,web,2025-02-15
60874,C018925,P00461,3,129900.0,web,2025-02-11
60875,C008170,P00033,2,89900.0,web,2025-04-29
60876,C035477,P00134,1,29900.0,app,2025-04-29
60877,C013011,P00406,2,9900.0,web,2025-01-28
60878,C043784,P00510,1,89900.0,web,2025-04-11
60879,C014322,P00502,1,9900.0,web,2025-01-02
60880,C048017,P00413,2,129900.0,web,2025-03-11
60881,C035449,P00351,2,9900.0,app,2025-03-22
60882,C024588,P00541,2,9900.0,app,2025-03-01
60883,C038121,P00398,2,9900.0,app,2025-04-25
60884,C009987,P00800,1,9900.0,web,2025-04-10
60885,C018636,P00156,1,19900.0,web,2025-04-13
60886,C007399,P00539,1,49900.0,web,2025-02-21
60887,C017290,P00139,3,9900.0,web,2025-02-24
60888,C024718,P00861,3,49900.0,app,2025-02-18
60889,C025210,P00223,3,9900.0,web,2025-01-26
60890,C047609,P00331,1,49900.0,web,2025-03-02
60891,C024715,P00824,2,89900.0,web,2025-04-03
60892,C026009,P00791,3,19900.0,web,2025-01-12
60893,C016816,P00533,1,9900.0,app,2025-01-01
60894,C036378,P00542,2,49900.0,web,2025-01-19
60895,C036020,P00332,1,19900.0,web,2025-02-01
60896,C020757,P00751,2,129900.0,app,2025-04-26
60897,C044005,P00098,1,19900.0,app,2025-03-21
60898,C019357,P00921,1,29900.0,app,2025-03-30
60899,C015530,P00335,3,19900.0,app,2025-01-04
60900,C033329,P00681,1,129900.0,web,2025-02-21
60901,C026919,P00365,1,129900.0,app,2025-03-22
60902,C016343,P00899,1,89900.0,web,2025-03-20
60903,C008348,P00122,1,29900.0,web,2025-04-11
60904,C041595,P00703,1,49900.0,app,2025-04-27
60905,C027657,P00087,2,89900.0,web,2025-02-16
60906,C036776,P00613,1,19900.0,web,2025-03-03
60907,C049270,P00230,1,29900.0,web,2025-01-16
60908,C025922,P00992,1,49900.0,app,2025-03-31
60909,C035416,P00565,1,129900.0,app,2025-01-28
60910,C026325,P00732,2,29900.0,app,2025-03-05
60911,C007762,P00680,1,49900.0,web,2025-02-06
60912,C028470,P00714,3,129900.0,app,2025-03-01
60913,C020234,P00406,2,9900.0,web,2025-01-21
60914,C032003,P00904,3,49900.0,app,2025-04-25
60915,C020367,P00475,3,49900.0,web,2025-04-14
60916,C011647,P00163,1,129900.0,web,2025-03-16
60917,C024000,P00088,2,129900.0,web,2025-02-04
60918,C009552,P00187,2,9900.0,web,2025-01-05
60919,C019418,P00330,2,19900.0,app,2025-02-28
60920,C039650,P00220,3,89900.0,app,2025-01-29
60921,C045889,P00773,1,129900.0,web,2025-02-05
60922,C041043,P00902,3,89900.0,web,2025-02-21
60923,C044967,P00952,1,19900.0,web,2025-03-13
60924,C003391,P00938,1,49900.0,app,2025-04-19
60925,C024842,P00609,2,89900.0,web,2025-01-04
60926,C031731,P00879,2,89900.0,app,2025-01-21
60927,C041964,P00336,2,9900.0,web,2025-02-01
60928,C042008,P00398,2,19900.0,web,2025-02-12
60929,C000908,P00173,3,49900.0,web,2025-03-29
60930,C040862,P00622,1,89900.0,web,2025-01-04
60931,C045958,P00908,2,29900.0,app,2025-02-16
60932,C032707,P00061,2,19900.0,web,2025-03-09
60933,C031594,P00703,2,49900.0,app,2025-01-17
60934,C021405,P00591,1,29900.0,web,2025-01-09
60935,C043502,P00255,2,49900.0,app,2025-03-24
60936,C026182,P00969,1,29900.0,app,2025-03-12
60937,C031584,P00692,3,29900.0,web,2025-01-16
60938,C033898,P00508,2,9900.0,web,2025-02-24
60939,C046813,P00630,1,49900.0,app,2025-03-30
60940,C008472,P00081,3,89900.0,app,2025-04-12
60941,C027677,P00201,1,19900.0,web,2025-03-07
60942,C014794,P00598,1,19900.0,web,2025-01-08
60943,C016203,P00388,2,9900.0,web,2025-02-21
60944,C044224,P00142,1,49900.0,app,2025-04-22
60945,C003900,P00523,2,89900.0,app,2025-01-30
60946,C015549,P00229,3,89900.0,web,2025-02-28
60947,C017219,P00748,1,129900.0,web,2025-02-14
60948,C007599,P00245,2,49900.0,app,2025-03-15
60949,C045039,P00897,2,9900.0,web,2025-02-16
60950,C022863,P00431,3,29900.0,app,2025-03-20
60951,C005418,P00803,1,29900.0,app,2025-04-28
60952,C019674,P00496,1,89900.0,app,2025-04-29
60953,C002843,P00652,2,9900.0,app,2025-01-31
60954,C022839,P00356,1,89900.0,app,2025-04-05
60955,C027384,P00611,3,29900.0,web,2025-03-20
60956,C011148,P00933,2,89900.0,app,2025-02-27
60957,C028698,P00543,1,29900.0,web,2025-03-09
60958,C047379,P00701,1,89900.0,app,2025-03-07
60959,C032265,P00086,1,129900.0,app,2025-02-27
60960,C017537,P00188,3,19900.0,web,2025-01-31
60961,C000269,P00401,2,89900.0,web,2025-01-24
60962,C013945,P00028,2,9900.0,app,2025-02-26
60963,C047605,P00122,2,29900.0,app,2025-02-17
60964,C001874,P00722,2,19900.0,web,2025-04-02
60965,C049134,P00248,1,129900.0,web,2025-04-16
60966,C017049,P00899,1,9900.0,app,2025-04-30
60967,C020803,P00402,1,19900.0,app,2025-01-02
60968,C037467,P00364,2,19900.0,app,2025-04-26
60969,C015611,P00109,2,9900.0,web,2025-04-23
60970,C019368,P00532,1,9900.0,web,2025-04-23
60971,C030794,P00046,1,19900.0,web,2025-04-12
60972,C023100,P00085,2,19900.0,app,2025-01-18
60973,C011592,P00570,3,9900.0,app,2025-02-06
60974,C020773,P00707,1,89900.0,web,2025-02-11
60975,C005516,P00622,2,29900.0,web,2025-03-27
60976,C009894,P00771,1,129900.0,web,2025-01-15
60977,C041934,P00357,2,49900.0,app,2025-04-10
60978,C014957,P00544,1,89900.0,web,2025-03-15
60979,C040890,P00181,1,89900.0,app,2025-01-10
60980,C047103,P00525,2,9900.0,app,2025-04-03
60981,C009009,P00370,2,9900.0,web,2025-03-18
60982,C019351,P00086,3,89900.0,web,2025-04-23
60983,C036963,P00775,1,129900.0,app,2025-03-13
60984,C002397,P00718,1,29900.0,web,2025-02-27
60985,C008668,P00230,2,19900.0,app,2025-01-09
60986,C030347,P00780,2,129900.0,app,2025-04-28
60987,C030927,P00029,2,19900.0,app,2025-03-22
60988,C047938,P00357,3,19900.0,app,2025-03-06
60989,C017532,P00243,1,49900.0,web,2025-02-21
60990,C023825,P00304,1,49900.0,web,2025-03-31
60991,C022143,P00954,2,9900.0,app,2025-03-20
60992,C020525,P00549,1,89900.0,app,2025-01-18
60993,C023830,P00358,1,129900.0,app,2025-04-02
60994,C034933,P00973,1,9900.0,app,2025-03-19
60995,C044770,P00363,2,49900.0,app,2025-01-19
60996,C010554,P00683,3,29900.0,web,2025-03-23
60997,C039157,P00239,2,29900.0,app,2025-04-24
60998,C013050,P00895,2,29900.0,web,2025-03-04
60999,C017114,P00331,2,129900.0,app,2025-02-08
61000,C037566,P00014,3,89900.0,app,2025-03-29
61001,C022648,P00042,1,49900.0,app,2025-04-03
61002,C021058,P00934,2,9900.0,web,2025-04-14
61003,C020033,P00861,1,89900.0,app,2025-02-22
61004,C041386,P00501,2,19900.0,app,2025-04-27
61005,C026001,P00120,1,9900.0,web,2025-03-25
61006,C005891,P00428,1,129900.0,web,2025-01-12
61007,C028287,P00617,1,19900.0,app,2025-02-16
61008,C033365,P00406,2,29900.0,app,2025-04-08
61009,C015955,P00734,1,89900.0,web,2025-02-11
61010,C026304,P00844,3,29900.0,web,2025-01-20
61011,C023033,P00669,3,89900.0,app,2025-03-30
61012,C005217,P00575,2,29900.0,app,2025-02-27
61013,C041103,P00636,3,29900.0,web,2025-02-27
61014,C010920,P00121,2,9900.0,app,2025-04-15
61015,C019342,P00276,3,129900.0,app,2025-01-17
61016,C042788,P00019,1,49900.0,web,2025-04-21
61017,C026710,P00051,1,9900.0,app,2025-02-10
61018,C044383,P00057,3,19900.0,app,2025-04-10
61019,C018812,P00490,3,49900.0,web,2025-02-10
61020,C017916,P00309,2,89900.0,app,2025-04-10
61021,C015910,P00523,1,129900.0,web,2025-04-10
61022,C028121,P00009,2,89900.0,web,2025-04-15
61023,C027203,P00191,2,89900.0,app,2025-03-24
61024,C021853,P00024,1,9900.0,app,2025-01-16
61025,C027192,P00811,2,49900.0,web,2025-03-10
61026,C027308,P00435,2,29900.0,web,2025-04-23
61027,C040179,P00618,1,29900.0,web,2025-02-18
61028,C046451,P00907,2,19900.0,web,2025-01-30
61029,C029874,P00933,1,9900.0,app,2025-03-27
61030,C015823,P00147,1,29900.0,web,2025-03-20
61031,C021690,P00455,1,19900.0,web,2025-04-21
61032,C036953,P00053,1,49900.0,app,2025-01-15
61033,C042414,P00573,1,9900.0,app,2025-03-01
61034,C013706,P00987,2,9900.0,app,2025-02-21
61035,C007937,P00219,2,19900.0,web,2025-02-13
61036,C020525,P00788,1,89900.0,app,2025-04-06
61037,C038463,P00867,2,49900.0,app,2025-03-25
61038,C035751,P00007,2,19900.0,web,2025-01-02
61039,C004173,P00081,2,129900.0,web,2025-04-23
61040,C038333,P00984,1,129900.0,web,2025-04-14
61041,C040628,P00421,1,129900.0,web,2025-01-16
61042,C033937,P00669,2,89900.0,app,2025-04-11
61043,C036127,P00521,3,129900.0,web,2025-03-31
61044,C006198,P00023,2,9900.0,app,2025-01-15
61045,C005971,P00238,2,49900.0,web,2025-04-29
61046,C035336,P00906,1,49900.0,app,2025-02-23
61047,C029585,P00022,2,9900.0,web,2025-02-04
61048,C028527,P00294,2,29900.0,app,2025-01-02
61049,C000245,P00111,1,129900.0,app,2025-01-31
61050,C012439,P00244,1,89900.0,app,2025-04-24
61051,C039682,P00695,2,89900.0,app,2025-02-07
61052,C047035,P00985,1,29900.0,app,2025-04-06
61053,C015706,P00925,1,89900.0,web,2025-02-24
61054,C008496,P00318,1,9900.0,web,2025-01-20
61055,C036614,P00801,1,29900.0,web,2025-02-10
61056,C034709,P00120,1,129900.0,web,2025-04-20
61057,C028556,P00889,2,19900.0,app,2025-03-20
61058,C042439,P00977,1,29900.0,app,2025-03-11
61059,C023608,P00482,1,19900.0,app,2025-02-13
61060,C019706,P00521,2,89900.0,app,2025-04-20
61061,C042136,P00591,1,49900.0,app,2025-04-12
61062,C020076,P00976,1,49900.0,web,2025-03-03
61063,C047731,P00110,2,89900.0,web,2025-02-13
61064,C005540,P00306,1,19900.0,web,2025-03-04
61065,C007991,P00703,2,89900.0,web,2025-04-03
61066,C017975,P00707,2,9900.0,app,2025-04-14
61067,C023534,P00832,1,89900.0,app,2025-04-18
61068,C033438,P00895,2,29900.0,app,2025-04-17
61069,C023195,P00095,1,49900.0,app,2025-02-11
61070,C047015,P00709,3,29900.0,app,2025-04-08
61071,C014235,P00236,1,19900.0,web,2025-02-12
61072,C037714,P00767,2,129900.0,web,2025-02-01
61073,C033083,P00745,1,129900.0,web,2025-03-18
61074,C022206,P00116,1,19900.0,app,2025-02-23
61075,C006258,P00639,1,9900.0,app,2025-04-09
61076,C005648,P00084,1,129900.0,web,2025-03-15
61077,C012560,P00371,3,89900.0,web,2025-02-08
61078,C043230,P00406,2,9900.0,app,2025-03-28
61079,C005289,P00516,2,49900.0,app,2025-03-24
61080,C018186,P00994,2,89900.0,app,2025-03-05
61081,C019459,P00583,1,19900.0,app,2025-04-24
61082,C009183,P00385,1,9900.0,web,2025-02-02
61083,C029206,P00209,1,19900.0,web,2025-02-24
61084,C020318,P00333,1,9900.0,web,2025-03-27
61085,C025271,P00499,3,89900.0,web,2025-01-02
61086,C047055,P00865,3,129900.0,app,2025-02-19
61087,C047956,P00641,1,49900.0,app,2025-01-10
61088,C011661,P00796,2,49900.0,app,2025-02-07
61089,C009862,P00692,2,89900.0,app,2025-01-08
61090,C035326,P00880,2,19900.0,web,2025-03-01
61091,C025014,P00916,1,49900.0,app,2025-03-03
61092,C017167,P00656,1,9900.0,app,2025-02-20
61093,C022220,P00045,2,129900.0,app,2025-04-21
61094,C035090,P00671,2,129900.0,web,2025-03-22
61095,C043209,P00069,2,19900.0,web,2025-01-29
61096,C025464,P00905,1,19900.0,web,2025-01-19
61097,C043440,P00610,2,9900.0,web,2025-03-29
61098,C020464,P00572,3,49900.0,web,2025-04-05
61099,C035354,P00122,2,129900.0,app,2025-01-04
61100,C038197,P00951,1,9900.0,app,2025-04-06
61101,C039700,P00881,1,9900.0,app,2025-02-10
61102,C014431,P00865,1,29900.0,app,2025-01-20
61103,C033192,P00645,2,29900.0,app,2025-02-24
61104,C020275,P00515,1,29900.0,web,2025-01-27
61105,C041756,P00238,1,29900.0,app,2025-03-04
61106,C020739,P00351,1,89900.0,web,2025-01-03
61107,C017196,P00973,1,129900.0,web,2025-02-06
61108,C044016,P00961,1,19900.0,web,2025-04-05
61109,C016318,P00566,1,49900.0,web,2025-03-04
61110,C023882,P00881,1,9900.0,web,2025-03-04
61111,C038901,P00496,1,9900.0,app,2025-04-28
61112,C014834,P00288,3,129900.0,app,2025-04-13
61113,C006642,P00967,2,129900.0,web,2025-02-26
61114,C013151,P00993,3,19900.0,app,2025-03-11
61115,C006718,P00542,3,129900.0,web,2025-01-30
61116,C012992,P00109,1,49900.0,web,2025-02-17
61117,C016889,P00068,2,129900.0,app,2025-01-06
61118,C043285,P00970,3,89900.0,web,2025-01-18
61119,C020333,P00391,2,29900.0,web,2025-04-17
61120,C037983,P00911,2,89900.0,web,2025-04-15
